id,max_head,min_head,max_body,min_body,entropy,depth_vector_1,depth_vector_2,depth_vector_3,depth_vector_4,area_head,area_body,local_binary
6.0,1772.0,1572.0,1571.0,1417.0,0.14409254824831083,10678.0,4585.0,1530.0,4344.0,14911.0,0.0,972.3076923076923
6.0,1772.0,1572.0,1571.0,1417.0,0.14409254824831083,10678.0,4585.0,1530.0,4344.0,14911.0,0.0,972.3076923076923
6.0,1772.0,1572.0,1571.0,1417.0,0.14409254824831083,10678.0,4585.0,1530.0,4344.0,14911.0,0.0,972.3076923076923
6.0,1772.0,1572.0,1571.0,1417.0,0.14409254824831083,10678.0,4585.0,1530.0,4344.0,14911.0,0.0,972.3076923076923
6.0,1772.0,1572.0,1571.0,1417.0,0.14409254824831083,10678.0,4585.0,1530.0,4344.0,14911.0,0.0,972.3076923076923
6.0,1772.0,1572.0,1571.0,1417.0,0.14409254824831083,10678.0,4585.0,1530.0,4344.0,14911.0,0.0,972.3076923076923
6.0,1772.0,1572.0,1571.0,1417.0,0.14409254824831083,10678.0,4585.0,1530.0,4344.0,14911.0,0.0,972.3076923076923
6.0,1772.0,1572.0,1571.0,1417.0,0.14409254824831083,10678.0,4585.0,1530.0,4344.0,14911.0,0.0,972.3076923076923
6.0,1738.0,1538.0,1537.0,1425.0,0.11236581726222648,10246.0,4077.0,4260.0,797.0,15524.0,39.5,1062.923076923077
6.0,1742.0,1542.0,1541.0,1082.0,0.11005881169705775,10989.0,690.0,2857.0,526.0,1.5,0.0,665.0
2.0,1778.0,1677.0,1524.0,1083.0,0.062282728348390284,10683.0,31.0,401.0,472.0,10722.5,0.0,648.7307692307693
2.0,1778.0,1677.0,1524.0,1083.0,0.062282728348390284,10683.0,31.0,401.0,472.0,10722.5,0.0,648.7307692307693
2.0,1778.0,1677.0,1524.0,1083.0,0.062282728348390284,10683.0,31.0,401.0,472.0,10722.5,0.0,648.7307692307693
2.0,1806.0,1606.0,1605.0,1312.0,0.1985821780178363,8083.0,2188.0,1936.0,180.0,47.0,0.0,716.6153846153846
2.0,1810.0,1610.0,1609.0,1364.0,0.18167512623593826,8823.0,1622.0,1592.0,40.0,0.0,110.0,611.2307692307693
2.0,1812.0,1612.0,1766.0,1379.0,0.16994302116292595,10070.0,1329.0,1196.0,0.0,11.0,12.5,621.7692307692307
2.0,1752.0,1662.0,1510.0,1378.0,0.07792390991734573,9443.0,10.0,1848.0,1564.0,9319.5,3256.0,563.0769230769231
2.0,1752.0,1662.0,1510.0,1378.0,0.07792390991734573,9443.0,10.0,1848.0,1564.0,9319.5,3256.0,563.0769230769231
2.0,1752.0,1662.0,1510.0,1378.0,0.07792390991734573,9443.0,10.0,1848.0,1564.0,9319.5,3256.0,563.0769230769231
2.0,1760.0,1560.0,1559.0,1169.0,0.11035135334681077,9300.0,535.0,668.0,190.0,10328.0,0.0,560.0
2.0,1760.0,1560.0,1559.0,1169.0,0.11035135334681077,9300.0,535.0,668.0,190.0,10328.0,0.0,560.0
2.0,1736.0,1536.0,1535.0,1393.0,0.10180101090043503,9016.0,1362.0,4899.0,2206.0,11909.5,1.0,843.4615384615385
2.0,1736.0,1536.0,1535.0,1393.0,0.10180101090043503,9016.0,1362.0,4899.0,2206.0,11909.5,1.0,843.4615384615385
2.0,1736.0,1536.0,1535.0,1393.0,0.10180101090043503,9016.0,1362.0,4899.0,2206.0,11909.5,1.0,843.4615384615385
2.0,1736.0,1536.0,1535.0,1393.0,0.10180101090043503,9016.0,1362.0,4899.0,2206.0,11909.5,1.0,843.4615384615385
2.0,1736.0,1536.0,1535.0,1393.0,0.10180101090043503,9016.0,1362.0,4899.0,2206.0,11909.5,1.0,843.4615384615385
2.0,1759.0,1623.0,1632.0,1257.0,0.07835552716094103,12606.0,124.0,2.0,106.0,1.0,0.0,643.8461538461538
2.0,1763.0,1648.0,1498.0,1264.0,0.08483261308652613,12358.0,95.0,2.0,326.0,12270.0,0.0,558.4615384615385
2.0,1739.0,1660.0,1498.0,1383.0,0.057855804431836876,8701.0,0.0,1567.0,2452.0,27.0,3859.0,695.5384615384615
2.0,1739.0,1660.0,1498.0,1383.0,0.057855804431836876,8701.0,0.0,1567.0,2452.0,27.0,3859.0,695.5384615384615
2.0,1739.0,1660.0,1498.0,1383.0,0.057855804431836876,8701.0,0.0,1567.0,2452.0,27.0,3859.0,695.5384615384615
2.0,1739.0,1660.0,1498.0,1383.0,0.057855804431836876,8701.0,0.0,1567.0,2452.0,27.0,3859.0,695.5384615384615
2.0,1739.0,1660.0,1498.0,1383.0,0.057855804431836876,8701.0,0.0,1567.0,2452.0,27.0,3859.0,695.5384615384615
6.0,1810.0,1660.0,1582.0,1445.0,0.15206419918296077,9037.0,2232.0,4114.0,3092.0,4.5,6903.5,847.9230769230769
6.0,1810.0,1660.0,1582.0,1445.0,0.15206419918296077,9037.0,2232.0,4114.0,3092.0,4.5,6903.5,847.9230769230769
6.0,1810.0,1660.0,1582.0,1445.0,0.15206419918296077,9037.0,2232.0,4114.0,3092.0,4.5,6903.5,847.9230769230769
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
6.0,1793.0,1645.0,1581.0,1243.0,0.1676721888751228,13196.0,4240.0,1899.0,1221.0,7.0,3033.0,975.0
